TIME,JYJAI_CAL5,JYJAI_CAL6,JYJAI_CAL7
,17.710791082251088,1.0625410911494293,1.6726537502895642
,17.872925070346334,1.0628535002841877,1.4387214083139077
,18.808936170634926,1.065049595625602,1.3025835389610387
,15.654288604370768,1.064026782191619,1.6447681746031728
,16.16904179653679,1.0659219373142728,1.5811376190476167
,17.2354095544733,1.065255939335644,1.621254087301585
,17.73727391955266,1.0657658556693106,1.446702420634919
,18.95873566017315,1.0653858593795809,1.5839282341269834
,17.88050313672438,1.0654254384343684,1.695669763939762
,18.33684326914099,1.064889899493488,1.1697074587449594
,18.91818752578303,1.0659499240785424,0.9611447486772495
,19.149828872655124,1.0644809115365974,1.4808335942760946
,19.43836623896528,1.0655497482172023,1.117852447089948
,18.785860532245533,1.0630769018641104,1.5606205820105803
,18.19611123737375,1.0633046524882754,1.1760133994709008
,17.18751694556261,1.063131586644774,1.7272394672919646
,16.992918050348337,1.0628439556652751,1.7720538974913953
,17.44529947344321,1.0638467149982243,2.265061976495724
,16.29108335775335,1.0638345246528704,1.991254694749691
,17.880044395743163,1.063645731989239,1.486508909019723
,18.704622947330453,1.0651332769361215,1.456143380230879
,18.408911671800425,1.065301323988598,1.4368934530867663
,18.65755471028971,1.0656646619445016,1.6279026659451652
,19.28687149600399,1.0653526518274257,1.1462255952380964
,19.031073095931834,1.062850802191143,1.8897948043296546
,19.345448754301252,1.0642062394251497,1.8072778093801591
,18.773767827172822,1.0636421241637293,1.8564548891059898
,19.347973197635692,1.0635502168720294,1.7838551938339415
,18.95682337620713,1.063131535942611,1.9115948366910838
,19.018715179186753,1.0627464224167626,2.4030747573260034
,18.93990185306843,1.0634303576338444,2.084535487951587
,18.1810539473027,1.0628099678990583,2.2892642414529876
,19.286544490231986,1.0637967588224055,1.543385366300363
,17.798892908341667,1.061869389808566,1.998812658730154
,19.11258263056388,1.063599570221925,1.3436260912698403
,18.415768117292068,1.0616302465264524,2.059286111111106
,17.860932497960306,1.0599816107081361,2.810806480463973
,18.867058698859623,1.0616401967258766,2.5463821626984062
,18.23886078558275,1.06137750011693,2.460955519064262
,18.941577095106567,1.0612801552395854,2.5556721230158668
,18.180137394186573,1.0607313554232092,2.806026567460311
,18.29465253578109,1.0610991441994733,2.6235617063491996
,18.425922405698753,1.0617908230109503,1.9787201388888846
,19.239124834668242,1.0626928883067657,1.6920205753968214
,19.17006433751693,1.0621678765823785,1.9826629960317417
,20.007118683874594,1.0629087044402363,1.7925249206349159
,19.869518683874595,1.0631017653121129,1.6186527777777735
,17.821377008734604,1.0616143585644888,2.177484742063486
,18.34836298095684,1.062882591189656,1.4072626190476176
,16.680446093290414,1.062126491060211,1.3712941071428582
,14.952360845492233,1.0616854743038484,1.146270972222224
,16.16729127325289,1.063422217913015,2.307771670940166
,17.293657555361303,1.0643497487104,2.289048563797309
,16.79980283161283,1.0640527783496678,1.3575168098290589
,16.4098629037629,1.0639228715173696,1.8716674050671531
,20.790885730241985,1.06480865674683,2.615818908730152
,19.428645152097896,1.0639656165247255,2.2371222420634855
,17.979111720969083,1.0637532829297962,1.388508749999998
,17.678284875731,1.063461591067394,1.6343915277777752
,18.61927406746032,1.0645260314593772,1.6571527976190454
,18.71123117141917,1.064674862695616,1.5394306114718606
,17.171423155546158,1.0635841047156311,2.2796897781385232
,15.918173393641391,1.0637374167606677,2.358117658730154
,16.261138439589594,1.0633757746038055,2.682366388888884
,16.515325908348906,1.0627439519437072,2.5252805555555504
,16.900906901938644,1.0637718364089686,2.210899722222217
,16.8736212111017,1.063826576623464,2.3995728796203735
,17.4267064095144,1.0639283294553956,2.1865396225996183
,17.78260694264069,1.0638774080214166,2.2682465945165897
,19.674195007002794,1.0643690793025515,1.5677560714285668
,19.017814642857157,1.0651193910810435,1.2610655555555563
,19.11776619047619,1.0649697370794389,1.4590876190476183
,19.019729087301588,1.0647972664219134,0.8646506313131317
,19.094002234432253,1.064665077330039,1.0576176446492576
,19.36582786754913,1.063890968444332,0.8896113293650798
,18.034121936813193,1.0637248362206568,1.1572236507936513
,17.877772068585013,1.0647076579963723,1.2211280555555555
,18.53546563820983,1.0654181401733962,1.118270468559218
,17.74260513676683,1.0635817223504496,1.6051519642857122
,18.196970879912577,1.0646469891325787,1.3754674404761895
,17.901320652639843,1.0647393675015253,1.1412582738095245
,17.896768547661495,1.0647953490919202,1.3795494642857138
,17.76016853503523,1.0649386629225543,1.225023008241759
,17.583413396146337,1.0656583315010142,1.2011967185592194
,19.02208217352092,1.0662075413965797,1.0554501587301595
,19.801340277777783,1.0645059142435944,0.9509794444444444
,20.007020919913415,1.0658385587628285,1.1077261507936513
,19.819186863275608,1.0663926568869264,0.8156460714285718
,19.274545582611832,1.0663389616591978,0.9074316666666672
,19.048255542929283,1.0659112143421876,1.3466558333333334
,19.825581197691186,1.0655678865829905,1.4040429761904756
,20.114982745310243,1.0650058831456066,1.5021057936507913
,18.745067003968238,1.0659985728291637,1.456390591630589
,19.445001587301576,1.0662447569255333,1.6070712896825363
,19.241962519841255,1.0658669962371972,1.9276923809523765
,18.200116099733606,1.0642074837359454,1.5420292979242978
,17.864463102175606,1.0651467941067339,1.3769042261904756
,18.90529543650792,1.0654517696892265,1.0621836075036084
,19.90990257936506,1.065034901988504,1.216847539682541
,19.54634773088021,1.0660747779108377,1.5483251984126953
,19.143360853174592,1.0666037939019504,1.7840164682539645
,19.236489900793636,1.0662256672098023,1.1556914682539696
,19.329218234126973,1.0664269147112346,1.3518302777777778
,20.228364186507907,1.0661761204123965,1.1523367857142868
,20.542358943001428,1.0663920757646967,1.1960641269841281
,19.26354996933621,1.065462442290914,1.3112645833333332
,19.830678659812406,1.0656708397795256,1.0605730862193377
,19.749447151875895,1.0653387259211624,1.7352145039682494
,19.40890358044732,1.0663191380536516,1.0568520833333341
,19.780678717532467,1.0664763277639226,1.0984045544733059
,19.752684830447325,1.0671522796384807,1.1213868055555567
,19.27844649711399,1.0665795845509956,1.3082810912698413
,19.1694559218559,1.067325803398218,1.521922916666665
,18.560988397574608,1.0678407585405285,1.9057210317460282
,20.071823730297446,1.0690340742787314,0.9954572619047635
,19.727480560966804,1.0651710018579825,1.6082886111111094
,19.731989350649343,1.0652727465930696,1.14098396825397
,19.437280434704178,1.0646973911711397,1.6847584722222206
,19.40780972041847,1.0647701959810638,1.3911890476190476
,18.61251021908647,1.0648991584285181,1.1214578174603178
,17.084611013847265,1.0633106063098285,1.3512680519480509
,17.40731249431125,1.0641905559524514,1.106179361471862
,16.67606932609058,1.0637695062864312,1.3291352507215002
,16.88665245213121,1.063317379334436,1.3355399927849918
,16.77743332223332,1.0621394303112373,1.4873694891219873
,16.360012980519475,1.0626677551209305,1.5645435668498149
,16.631651761183264,1.0622613749877452,1.400566964285713
,17.67204568614718,1.064611056431172,1.2346918849206354
,18.067676708874448,1.0646569587457355,1.61022135225885
,16.805178450327443,1.0637763264307671,2.3432890079365047
,18.116037785714273,1.0652456522321723,1.5327814682539656
,17.955694050144288,1.0629307504431404,1.7549268849206314
,15.639394669536985,1.060943205153604,2.542188432539678
,16.47617862336093,1.0618849439131761,2.420178320707066
,16.056729595583153,1.0610762725680736,2.6945074116161565
,18.137984046092793,1.0619941755065987,2.2882292225829666
,16.528360048840042,1.060517660375266,2.2795858134920586
,17.76697119649141,1.0623005265143295,2.007834265873012
,18.92264482142857,1.0634662182990413,2.3326556666666622
,18.403446260683758,1.0641186492036196,1.6514367658730122
,18.574677103174608,1.0642320055867278,1.6658464087301545
,19.5944533531746,1.064769711039456,1.8072583333333287
,19.864445297619046,1.0645742258302209,1.5880031944444415
,18.7154548526751,1.0648661867842706,1.570607142857139
,19.057963666522053,1.0638527935020643,2.7323824999999946
,19.081585132117876,1.064542727833104,2.3984045833333276
,19.055386579866045,1.0638410295901704,2.1657441071428507
,16.71191512362637,1.0592441875823597,3.365101172438665
,16.93944466269841,1.0601401053848871,3.4753045057719976
,16.529357409118653,1.0587065366928503,4.053164936868679
,16.428630932539683,1.0592232872980034,3.3022967640692564
,16.051616298007545,1.05863555186651,4.080234040404033
,16.24842744047619,1.0593835755799828,3.5421787518037458
,17.291710742451993,1.0588608483116098,3.755714556245677
,18.04358486041735,1.0584028788184054,3.6115047665631397
,17.743632548007533,1.0587412615916112,3.6395219967218697
,18.258388004356753,1.0586745730487412,3.4916273538647267
,18.719292542735033,1.0604410593983757,3.0400428565102313
,22.309682919719172,1.0659953201733472,0.9428372023809521
,22.14204714590965,1.0666298638252147,1.3108835515873012
,22.47360984432234,1.066563386263026,1.1062450992063475
,21.696693554639804,1.066786053912228,1.086540039682538
,21.422468376068387,1.066498698007097,1.1246602480158716
,20.748293095238104,1.0661502352079233,0.9114010515873009
,21.00555411324787,1.065509857738171,1.242811428571427
,19.300554204545453,1.0651591940371374,2.1498551190476145
,19.196245355339098,1.0649821326268738,1.752230700757572
,18.928134300144297,1.0641807453783088,2.4861334090909035
,18.859548365800865,1.0640551809416703,2.215088261183257
,18.877281581890326,1.062792904905934,2.044390853174599
,20.282868143245636,1.0641587165610218,1.7944484523809487
,19.646626020229768,1.0645105446645486,1.663780634920632
,18.451609884029363,1.0599836348840377,2.3438085878191774
,18.82814130177828,1.060163632036512,2.4068247902001305
,18.43727771772345,1.0598939940774295,2.888958485005325
,18.1098003169298,1.0596047063105987,2.6751473889998802
,17.87249534645909,1.0623784100207572,2.3825512032874485
,18.134281935286925,1.0633004191678403,2.0261164655088733
,17.861839241452984,1.063159126101254,2.1317506485852804
,18.151202574786325,1.0630933025357066,2.3248761431623888
,18.235399043040285,1.0629035878662387,2.1089052701465145
,18.053125610500604,1.062786045834128,1.9818085564734653
,17.913082971611725,1.061004854567311,2.4864290873015817
,18.38709797161173,1.0614594937172108,2.475711765873011
,18.747132976190464,1.0601395138706315,2.42678029448621
,18.118232123015865,1.06050930060952,2.6312912606465284
,18.566050119047617,1.0613933263133486,2.753252694962035
,18.656136408730163,1.0618638624025025,2.5831525163906064
,18.416715188666103,1.0610449716656063,2.758466818680711
,19.601958940781437,1.0610100981818311,2.8509242155776953
,18.736230297619034,1.061626365935181,2.6488094750238655
,19.083571547619037,1.0615946122721776,2.538539442129129
,18.866805119047612,1.0614411481016623,2.3848311606299277
,18.83911813492063,1.0622301012865634,2.149974459241041
,17.760181230158725,1.0615396005291513,2.5195766835098246
,17.599550972222218,1.0613083429876735,2.643176650615087
,17.411970019841267,1.060993189367849,2.7668291506150875
,18.092671894841263,1.06125738117447,2.5821973836067236
,18.840495173160168,1.0608380138886622,2.6438898294631645
,18.633173510101013,1.0600480470586975,2.755463920025026
,19.895474606798427,1.0626519268449253,2.548148573746188
,21.51970198983206,1.0620339100957241,2.355188225927814
,21.676147871866693,1.0626358778222629,2.1847847872831254
,20.245707157287157,1.059749158946809,2.3857949765337367
,19.809860503663003,1.0601784380453592,2.2582509911480755
,20.197045799910878,1.0600386455690733,2.291925988202089
,19.799755463965923,1.0596983679289496,2.765369707978908
,19.51201003968254,1.0601310207914378,2.4798448374693027
,19.10663046456403,1.0600754717086982,2.3859913833993454
,19.257019280719287,1.0607452316500243,2.012917697480747
,18.479011111111117,1.0599117173125094,2.5737603886883744
,18.42281341269842,1.0598733294781215,2.7686663892957495
,18.524832678571425,1.059547674716217,2.8027321233329547
,18.269580246310067,1.0604196420084653,2.7445605368012655
,18.16466457792208,1.0608964405449766,2.6373307833224557
,18.971087911255403,1.0606330500190655,2.6166973706240424
,18.459149397016375,1.0598971832697728,2.320734722333216
,18.41636925812749,1.0605492420933018,2.3635141667776605
,18.164547141879506,1.0597388690634089,3.5830258950274736
,18.60413749627823,1.0605918134806067,3.2057402110258026
,18.787252891414134,1.0598239066741701,2.562323521417693
,18.700140272366514,1.0594113042094304,3.171845119047612
,18.154171879509367,1.0591562793924867,2.6013621031745977
,19.236104419191904,1.060528649408727,2.5969084126984074
,18.60681775793649,1.0604839931696146,2.606872499999993
,18.720991343795074,1.060841487912218,2.5666989823782558
,18.915396091269834,1.0595673780637336,2.2876486586201223
,18.9195933531746,1.0596196088221053,2.5082052563644837
,19.027158198051954,1.0595055652274468,2.4141658166500015
,18.602183075396823,1.0596157131350945,2.3975449927109995
,19.249405579004325,1.0605184368952525,2.137154169532822
,19.063383313492064,1.0598276564257223,2.581748153189878
,18.674348349567094,1.0600606668874826,2.48638246814393
,18.861706176046187,1.0597791393610263,2.3327065063644827
,19.09116671035842,1.060186219959521,2.5875719883459514
,19.28891424327306,1.060022772070909,2.4003066663068795
,18.781546903374398,1.0609448111934185,3.068033877877956
,19.211363928987677,1.061684102775878,2.0907592751015085
,19.39212658910534,1.06061816589729,2.8410563187523006
,18.63511987196219,1.0590368397218222,2.905171669530895
,18.64402123196248,1.0596668439481045,2.5526407276623364
,17.927215211399712,1.0592888755105199,2.7703107290151503
,18.58662925716031,1.0591795933071666,2.6464268353192146
,18.338902338772332,1.0597791182384888,2.6083537127859246
,18.064987844100344,1.0591038751700415,2.0610395028292143
,18.612488837690076,1.059183501793418,2.201356341924177
,17.497852043234538,1.0581760677297063,2.398046717051412
,18.949513875846375,1.0600088122792284,1.7288008720468326
,19.25323658480407,1.059953855668588,1.590090594269056
,18.514459010850256,1.0595615156961815,1.9955877348715056
,18.634413847941275,1.0582109456456648,2.379480401733834
,19.201146317987572,1.0588468622940281,2.0629471107733828
,18.36775044497168,1.0602659878863816,2.610609422165693
,19.448563691724935,1.0607386171898272,2.512254433404456
,19.257710654068152,1.0605935738019283,2.4202464590177315
,19.841872448939938,1.0618091379643955,2.6523828026368483
,20.822382129391077,1.061296430161577,2.413437176910948
,21.07928107239252,1.061759888231285,2.5101772609357185
,21.66608285714286,1.063300423699005,1.9451616207240798
,20.778694931318682,1.0629227866973445,1.905242983157942
,22.58815520146522,1.0639956999091336,1.7836583667558268
,23.429583296703303,1.063757252102359,1.6803299342161457
,22.0146152982163,1.0632969393601854,1.792669041359002
,22.888429368131874,1.0631631744567882,1.7504840810415419
,22.210920995116012,1.062998427374161,1.5918962956649814
,21.582802899877912,1.06319594231536,1.747123543488842
,18.7677173015873,1.064042126177529,1.7553802122414603
,18.87780428571428,1.0635789349348952,1.961567426832423
,19.270106713033687,1.0594647393578647,2.0320900475090125
,18.96503717254329,1.0598782816890713,2.6165456934874265
,18.792667045007434,1.0592544180527075,2.389105379634615
,18.333365699855687,1.059336796233737,2.413124050269535
,19.528505275598718,1.0617775035463777,2.6808084853581
,19.083905706540172,1.0606715116943983,2.798033075522663
,17.99421987634558,1.0606052821335739,3.1478717276885027
,18.855940705310946,1.061580837440205,2.9040674278499226
,18.507594813980052,1.0614841494723755,2.6164408943551694
,18.291126935469677,1.0617430904766423,3.0138645707070655
,17.116817506105004,1.063086823519175,2.6652992768023758
,16.81151045634921,1.0626358048434534,2.7647432297938286
,16.776086673881686,1.06106421897177,3.131561386053765
,17.615647453102454,1.060761377039626,3.0648200279530533
,19.126337610722608,1.062048686252381,2.3186994708994657
,19.790885269452772,1.0620355721683976,2.359488022486768
,19.52713339285714,1.061581844317961,2.6715600661375607
,19.34874291971917,1.0617293650896735,2.711393171152514
,19.31202752289379,1.0620175582598166,3.046849271024864
,19.993766927655688,1.062717569245208,2.8572854090354043
,18.976377721306466,1.0624370901905096,2.71727345717205
,18.652948534798533,1.0617312627826236,3.162374605668289
,18.508573527167275,1.0623887481340208,3.0805212582417516
,17.845339281135526,1.0620283922218117,3.580660242186052
,18.140382257326007,1.0619796289017984,3.2667006471306395
,18.460074201770443,1.0622912484851639,2.8147707212413122
,18.996514320818076,1.0621115817741629,2.4944356891900297
,19.67842009920635,1.0622034694005793,2.2361238699809927
,18.91557691378067,1.0621960106693968,2.3992223223619438
,18.930797480158745,1.0615938319178106,2.4528067543529373
,18.057100039682553,1.0603554733187648,3.1592339770804556
,18.295098055555567,1.061028925699717,2.8291587938404916
,18.625034291819308,1.0609197543020121,3.0655092968835063
,17.617001948051954,1.0610419308904602,2.6664528995191286
,16.495722777500276,1.0595163441822883,3.4616813257575685
,16.613987481407477,1.0605404660350335,3.3399359237107835
,18.038773365523376,1.0602422703414962,3.079010075757567
,18.413780238095235,1.0611509516140258,2.584716889360635
,17.773417274899423,1.061228995831992,3.383394073220679
,17.82890977795193,1.0612022503691216,3.5685497279825817
,17.980498782558428,1.0611500735387058,2.874640620839727
,17.99753886025851,1.0611149726871032,3.3110348221614556
,18.415036776925174,1.0613472865520088,2.5365252876862705
,18.700416782661765,1.061742446194281,2.4922497195044517
,19.012235310245302,1.059340504148629,1.9841075026504904
,18.831862842712827,1.0597866598423504,2.3466849337281825
,19.321277694358088,1.0605603302942013,2.2589433570897657
,19.029837828282826,1.0607854490392645,1.8738235109324348
,17.807365097680087,1.0606115861216345,2.671638767123499
,18.44878212454212,1.061852857372949,2.03522213522588
,18.86794684371183,1.059589841673311,2.5385339484126925
,18.507265793650777,1.0602311327674823,2.5244962433256117
,18.811328849206337,1.0599208338317376,2.4155094931457373
,16.688262992979233,1.058323277725563,3.2847476628782823
,16.292852435897423,1.0581880371547303,3.2054127382751068
,15.920702567155049,1.0562939185395444,4.726912414790998
,16.477835441086683,1.0589375850119604,3.703533893986354
,16.987065068142638,1.059596682647417,3.9603839828413694
,17.92627918215771,1.0593284628459587,3.24975255707742
,18.20392323677955,1.0594975160556939,2.7852749268151835
,18.79827392857142,1.060876044234121,3.0268677466097675
,19.110889042435428,1.0611164281366154,3.272938551249572
,19.393304776256343,1.060670964337948,2.927168519503541
,19.952899874283318,1.0614999209701643,2.592467904424175
,18.8991677110081,1.060933548963973,2.728531809470719
,20.125969347041845,1.0618640279993308,1.848821463077982
,18.278605732323236,1.0603728864209117,2.753360715820658
,19.271644002525253,1.0610254811078377,1.9146452965015024
,18.66532259920634,1.0607670227823263,2.4566395632763935
,18.319459339826835,1.0609515578064805,2.416113174387505
,19.900714365393057,1.0609534542458108,1.9973891168478217
,18.617441760497954,1.0599395309588069,2.1243786886880183
,19.235075007251204,1.0603549440179696,2.783506342457857
,18.621777418139533,1.0605709623607849,2.376916607216963
,19.08215162383982,1.060388474391378,2.876420241776846
,19.574343776564543,1.0611756933198369,2.9862621293878235
,19.223693960824722,1.060037503919368,3.1512396492290935
,20.288224377177706,1.0616157036079354,2.864973565558037
,19.519240949814012,1.0614938662927238,2.4604681950726444
,19.738816316877493,1.0623732504994992,2.3929219940789688
,20.68370761695907,1.0626479995698732,2.487562412614363
,20.730367237484753,1.063527324505558,2.0356834348474573
,20.193125852007487,1.0629223865986703,2.0851592010581963
,21.447216721611724,1.0638340569653402,1.8598670261172987
,21.288000141941403,1.063457788927823,1.9561071707665565
,18.947050338335504,1.063256598451632,2.5991235910311428
,19.537650851370856,1.0615140572699882,2.9112515705238713
,20.59466793650795,1.0622836528857251,2.425455249761301
,20.286800178571447,1.0614733035792345,2.3104036227771743
,19.337842574786336,1.0610976154479217,2.3728320574697217
,19.466175496031763,1.061779849066995,2.772356372437644
,19.120313408119674,1.0615519322344311,2.429126938422102
,19.576046428571452,1.0614504443050903,2.5155755040903056
,20.446221621572874,1.061676281984922,2.410890576664791
,20.512419303221296,1.0622213967319218,2.46521557530519
,20.31908916433239,1.0621125745818496,2.34978389601226
,18.423044397714214,1.0613540618099744,2.5881079441067163
,18.37635773046398,1.05979016702865,3.2099819322019534
,18.366913134920633,1.0611946796899014,2.7807372568772792
,18.527714328588086,1.0603350296177516,3.0432612337337552
,17.48839211871462,1.059445471897383,3.135616697746688
,17.47638225579976,1.0598623841362003,2.91604269882894
,18.128972097069603,1.060240544282727,2.6392849729437167
,17.4065725534188,1.0596838348810178,2.5838094967532403
,17.5778229502442,1.060088171230942,2.8423314411976843
,17.00948573794261,1.0607049540103448,3.793642738095231
,16.79259168116605,1.060616312107571,3.8433700454775646
,16.435437960927956,1.059982145538901,3.8453933788108987
,17.363359899267394,1.05985355322172,3.9128749264299465
,16.569217507070217,1.0586299096709042,4.489287213203456
,13.416155303030294,1.054926681536318,5.651080830047135
,13.779876957619667,1.055620315076691,5.448663254289561
,13.586357671905377,1.0559546156131112,5.390519801908608
,15.169841513347757,1.0561839957950572,4.645893137045697
,15.085605382395377,1.0549486579715088,5.312793113897548
,14.190956672077913,1.0552115746381758,4.917347925405483
,14.736290246340957,1.0560672528488535,4.920555107945169
,14.214378398268398,1.0555000430703283,4.724632607945167
,20.372664033189043,1.0618178297968295,2.5772093009305457
,19.62631187049062,1.0597634325433327,3.1839596517602704
,19.93281060520915,1.0611433540831448,2.8347430098280317
